Using Theano backend.
20Nov22_195041|Data summary: Train
20Nov22_195041|data.shape = (2300, 57)
20Nov22_195041|labels.shape = (2300,)
20Nov22_195041|Class distribution:
20Nov22_195041|	0 - 1383 (0.60)
20Nov22_195041|	1 - 917 (0.40)
20Nov22_195041|Data summary: Validation
20Nov22_195041|data.shape = (1150, 57)
20Nov22_195041|labels.shape = (1150,)
20Nov22_195041|Class distribution:
20Nov22_195041|	0 - 708 (0.62)
20Nov22_195041|	1 - 442 (0.38)
20Nov22_195041|Data summary: Test
20Nov22_195041|data.shape = (1151, 57)
20Nov22_195041|labels.shape = (1151,)
20Nov22_195041|Class distribution:
20Nov22_195041|	0 - 697 (0.61)
20Nov22_195041|	1 - 454 (0.39)
20Nov22_195041|Selected configuration values
20Nov22_195041|-- Dataset name: spambase3
20Nov22_195041|-- Initial population size: 64
20Nov22_195041|-- Maximun number of generations: 32
20Nov22_195041|-- Neurons per hidden layer range: (2, 20)
20Nov22_195041|-- Hidden layers number range: (1, 3)
20Nov22_195041|-- Crossover probability: 0.5
20Nov22_195041|-- Bias gene mutation probability: 0.2
20Nov22_195041|-- Weights gene mutation probability: 0.75
20Nov22_195041|-- Neuron mutation probability: 0.3
20Nov22_195041|-- Layer mutation probability: 0.3
20Nov22_195041|-- Constant hidden layers: False
20Nov22_195041|-- Seed: None
20Nov22_195041|Entering GA
20Nov22_195041|Start the algorithm
20Nov22_195357|-- Generation 1 --
20Nov22_195357|    -- Crossed 2 individual pairs.
20Nov22_195357|    -- Mutated 32 individuals.
20Nov22_195703|    -- Evaluated 64 individuals.
20Nov22_195703|    Summary of generation 1:
20Nov22_195703| Statistic    Accuracy error %    Neuron/Layer score    F2 score
20Nov22_195703|-----------  ------------------  --------------------  ----------
20Nov22_195703|    Max            58.26                172.00          0.78173
20Nov22_195703|    Avg            38.39                27.34           0.03254
20Nov22_195703|    Min            20.78                 2.00           0.00000
20Nov22_195703|    Std             3.37                29.52           0.13729
20Nov22_195703|   Best            20.78                39.00           0.78173
20Nov22_195703|-- Generation 2 --
20Nov22_195703|    -- Crossed 1 individual pairs.
20Nov22_195703|    -- Mutated 32 individuals.
20Nov22_200008|    -- Evaluated 64 individuals.
20Nov22_200008|    Summary of generation 2:
20Nov22_200008| Statistic    Accuracy error %    Neuron/Layer score    F2 score
20Nov22_200008|-----------  ------------------  --------------------  ----------
20Nov22_200008|    Max            61.48                68.00           0.75643
20Nov22_200008|    Avg            38.79                18.72           0.01497
20Nov22_200008|    Min            36.52                 2.00           0.00000
20Nov22_200008|    Std             2.87                14.20           0.09395
20Nov22_200008|   Best            36.52                17.00           0.07769
20Nov22_200008|-- Generation 3 --
20Nov22_200008|    -- Crossed 1 individual pairs.
20Nov22_200008|    -- Mutated 32 individuals.
20Nov22_200312|    -- Evaluated 64 individuals.
20Nov22_200312|    Summary of generation 3:
20Nov22_200312| Statistic    Accuracy error %    Neuron/Layer score    F2 score
20Nov22_200312|-----------  ------------------  --------------------  ----------
20Nov22_200312|    Max            61.48                48.00           0.75763
20Nov22_200312|    Avg            38.56                15.33           0.02791
20Nov22_200312|    Min            29.22                 2.00           0.00000
20Nov22_200312|    Std             3.13                10.08           0.11807
20Nov22_200312|   Best            29.22                20.00           0.58172
20Nov22_200312|-- Generation 4 --
20Nov22_200312|    -- Crossed 5 individual pairs.
20Nov22_200312|    -- Mutated 32 individuals.
20Nov22_200611|    -- Evaluated 64 individuals.
20Nov22_200611|    Summary of generation 4:
20Nov22_200611| Statistic    Accuracy error %    Neuron/Layer score    F2 score
20Nov22_200611|-----------  ------------------  --------------------  ----------
20Nov22_200611|    Max            61.57                48.00           0.75737
20Nov22_200611|    Avg            38.54                11.64           0.02331
20Nov22_200611|    Min            29.65                 2.00           0.00000
20Nov22_200611|    Std             3.13                 9.31           0.10202
20Nov22_200611|   Best            29.65                24.00           0.31234
20Nov22_200611|-- Generation 5 --
20Nov22_200611|    -- Crossed 0 individual pairs.
20Nov22_200611|    -- Mutated 32 individuals.
20Nov22_200908|    -- Evaluated 64 individuals.
20Nov22_200908|    Summary of generation 5:
20Nov22_200908| Statistic    Accuracy error %    Neuron/Layer score    F2 score
20Nov22_200908|-----------  ------------------  --------------------  ----------
20Nov22_200908|    Max            42.87                44.00           0.55745
20Nov22_200908|    Avg            38.20                 9.23           0.02381
20Nov22_200908|    Min            33.83                 2.00           0.00000
20Nov22_200908|    Std             1.13                 8.06           0.07934
20Nov22_200908|   Best            33.83                44.00           0.21333
20Nov22_200908|-- Generation 6 --
20Nov22_200908|    -- Crossed 3 individual pairs.
20Nov22_200908|    -- Mutated 32 individuals.
20Nov22_201205|    -- Evaluated 64 individuals.
20Nov22_201205|    Summary of generation 6:
20Nov22_201205| Statistic    Accuracy error %    Neuron/Layer score    F2 score
20Nov22_201205|-----------  ------------------  --------------------  ----------
20Nov22_201205|    Max            38.87                46.00           0.15467
20Nov22_201205|    Avg            38.23                 9.95           0.01362
20Nov22_201205|    Min            35.04                 2.00           0.00000
20Nov22_201205|    Std             0.71                10.24           0.03510
20Nov22_201205|   Best            35.04                 6.00           0.14698
20Nov22_201205|-- Generation 7 --
20Nov22_201205|    -- Crossed 4 individual pairs.
20Nov22_201205|    -- Mutated 32 individuals.
20Nov22_201500|    -- Evaluated 64 individuals.
20Nov22_201500|    Summary of generation 7:
20Nov22_201500| Statistic    Accuracy error %    Neuron/Layer score    F2 score
20Nov22_201500|-----------  ------------------  --------------------  ----------
20Nov22_201500|    Max            39.74                46.00           0.13669
20Nov22_201500|    Avg            38.16                10.17           0.01431
20Nov22_201500|    Min            35.04                 2.00           0.00000
20Nov22_201500|    Std             0.83                10.78           0.03231
20Nov22_201500|   Best            35.04                 6.00           0.13669
20Nov22_201500|-- Generation 8 --
20Nov22_201500|    -- Crossed 6 individual pairs.
20Nov22_201500|    -- Mutated 32 individuals.
20Nov22_201754|    -- Evaluated 64 individuals.
20Nov22_201754|    Summary of generation 8:
20Nov22_201754| Statistic    Accuracy error %    Neuron/Layer score    F2 score
20Nov22_201754|-----------  ------------------  --------------------  ----------
20Nov22_201754|    Max            45.65                42.00           0.80308
20Nov22_201754|    Avg            38.04                 7.88           0.03905
20Nov22_201754|    Min            26.87                 2.00           0.00000
20Nov22_201754|    Std             1.87                 7.95           0.13861
20Nov22_201754|   Best            26.87                20.00           0.77895
